Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding,flag
42nd St,Propane Grills & Campers,United States,,ChIJTdPG5qvzNIgRx3k3ABPW9BA,40.4776415,-79.9694391,broad_filled
penn ave,Over Eden,"177 40th Street, Pittsburgh",4.0,ChIJTdlGrlzzNIgRIQf1pxrBMXc,40.469456,-79.9629301,consolidated
liberty ave,brothmonger,"4770 Liberty Avenue, Pittsburgh",5.0,ChIJTfjP8QzzNIgRIAHf6XCyQOQ,40.4607564,-79.94779439999999,bounding_only
liberty ave,Nail Studio 1,"4513 Liberty Avenue, Pittsburgh",4.5,ChIJTzcxSkbyNIgRXjM9Nn4UBhQ,40.4630309,-79.95125879999999,bounding_only
penn ave,USA Dust Guard,"24 39th Street, Pittsburgh",5.0,ChIJU0e447LzNIgRBdGCU-EshSk,40.47038420000001,-79.96670879999999,consolidated
34th St,Cardinal Health,"70 33rd Street, Pittsburgh",5.0,ChIJU1GzyrfzNIgRumpoMGEdtXA,40.4627538,-79.97206059999999,broad_filled
liberty ave,Mariani Appraisal Services,"4729 Liberty Avenue, Pittsburgh",,ChIJU1c6EUfyNIgRadEXyqUkLzs,40.461721,-79.9486953,consolidated
liberty ave,Pleasure Bar,"4729 Liberty Avenue, Pittsburgh",4.2,ChIJU1c6EUfyNIgRg8gKJwQNl4c,40.4617028,-79.9486917,consolidated
liberty ave,Pittsburgh Ceiling Tile Co,"4117 Liberty Avenue # 2, Pittsburgh",,ChIJU2kpWEjyNIgRHRNtshvbUYk,40.46367969999999,-79.95377049999999,bounding_only
liberty ave,"Robert C. Hawkins, Board","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRKsnm7fTwKoA,40.4636882,-79.9538067,bounding_only
liberty ave,"Robin J. Sherwood, RN","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRW4pVBuWcMjI,40.4636882,-79.9538067,bounding_only
liberty ave,"Dr. Eugene S. Ortiz, MD","4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRpksVM0UzQsE,40.4636882,-79.9538067,consolidated
liberty ave,Cancer Caring Center,"4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRx8RtWa9Rerg,40.4636573,-79.95384240000001,bounding_only
liberty ave,Nathaniel Vernon I MD,"4117 Liberty Avenue, Pittsburgh",,ChIJU2kpWEjyNIgRxaxqcKqfAF0,40.4637138,-79.9538054,bounding_only
Fisk St,MT Troy Rd + #2840,United States,,ChIJU6_3kpjzNIgRe348rCjIgeI,40.476907,-79.98756499999999,broad_filled
liberty ave,Dr Barad Illuminated SkinCare,"4424 Penn Avenue Accessible Seating, Pittsburgh",5.0,ChIJU7-g-UXyNIgR8jamBEFkXn0,40.4658719,-79.9526006,bounding_only
penn ave,POGOH Bike Share Station,"199-191 36th Street, Pittsburgh",,ChIJU7a9JADzNIgR76GXNJj5Qug,40.4654394,-79.96551790000001,bounding_only
penn ave,PGH Urban Garden Consultant,"400 Main Street, Pittsburgh",,ChIJURlImGHzNIgRRIbFbNV2zgo,40.4657486,-79.95518260000001,bounding_only
liberty ave,"Weinbaum, David L., MD","4778 Liberty Avenue, Pittsburgh",,ChIJUU0xTEfyNIgRAqPxzDJHeQg,40.4606096,-79.947555,bounding_only
liberty ave,Subway,"4778 Liberty Avenue, Pittsburgh",3.8,ChIJUU0xTEfyNIgRm45QJ4PgP2o,40.4606046,-79.9475539,bounding_only
liberty ave,Infectious Disease Associates,"4778 Liberty Avenue, Pittsburgh",,ChIJUU0xTEfyNIgRvK3tkg9um7o,40.4605989,-79.9475702,bounding_only
51st st,"American National Skyline, Inc. of Pittsburgh","14 Sedgwick Street, Pittsburgh",,ChIJUUQaqNrzNIgR-wSMUdjF9CQ,40.4796024,-79.9743143,consolidated
liberty ave,Main St + Howley FS,United States,,ChIJUVXioUjyNIgRCfPkqUz5dvA,40.46420699999999,-79.953178,bounding_only
butler st,MSTR,"4504 Butler Street, Pittsburgh",4.7,ChIJUWqRGFLyNIgR_O-Ip_85cuc,40.4722254,-79.95893230000001,consolidated
46th St,Wild At Heart Body Arts,"305 Grant Avenue #2611, Pittsburgh",4.9,ChIJUXB8AqnzNIgRcOP8GKd5vvQ,40.47936079999999,-79.97230449999999,broad_filled
Stanton Ave,"W Group Holdings, LLC","413 North Avenue, Pittsburgh",3.5,ChIJUZg76VR9NIgRInHUwFFLo4k,40.482651,-79.973738,broad_filled
Liberty Ave,Family Foot Center,"Gold Way, Pittsburgh",,ChIJU_jHBzfyNIgRN3WoeLEUloY,40.45794089999999,-79.9550345,broad_filled
penn ave,Penn Ave + Main,United States,,ChIJU_whLU_yNIgRR4e0cnshO74,40.465725,-79.95505399999999,bounding_only
46th St,Hometown Tattoo,"223 Grant Avenue, Millvale",4.9,ChIJUaMInGrzNIgRhdWpVM2g-pE,40.479004,-79.97200939999999,broad_filled
penn ave,Women & Girls Foundation-Swp,"3700 Butler Street Studio C, Pittsburgh",4.0,ChIJUeVIzVnxNIgRxXd2J3Upfkc,40.4662644,-79.9644211,bounding_only
penn ave,Steel City Speed & Custom,"100 40th Street, Pittsburgh",4.6,ChIJUeg7u7LzNIgRhckGWZEP3Qw,40.4708268,-79.9647737,consolidated
34th St,33rd Street Railroad Bridge,Pittsburgh,,ChIJUzDEBrfzNIgReLtXUr0Xvz0,40.4648553,-79.9728308,broad_filled
penn ave,Allison McGeary Florist,"3625 Butler Street, Pittsburgh",4.7,ChIJV1v5o7TzNIgRQhWKjo3YUbo,40.46615010000001,-79.9650716,consolidated
48th st,"Leone Electrical Contractors, LLC","1 Sheridan Street, Millvale",3.5,ChIJV3uvGAXzNIgRKiPBE0-oJxg,40.47745049999999,-79.97203119999999,consolidated
butler st,The Parlor Dim Sum,"4401 Butler Street, Pittsburgh",4.4,ChIJV4HpDlLyNIgRnw3FBi-owp4,40.4716799,-79.9598796,bounding_only
Butler St,Barb's Corner Kitchen,"4711 Butler Street, Pittsburgh",4.3,ChIJV79ZZlHyNIgRA3nFHpLybEU,40.47449169999999,-79.957917,broad_filled
liberty ave,Ella St + Liberty,United States,5.0,ChIJV8rNMEbyNIgRjgkwngkaL40,40.46331439999999,-79.951753,bounding_only
Butler St,Teamsters Local 249,"4701 Butler Street, Pittsburgh",5.0,ChIJVQ2CZFHyNIgRICjzgUIhCdg,40.4742738,-79.9580173,broad_filled
37th St,Indiana County Conservation District,"400 Waterfront Drive, Pittsburgh",,ChIJVRMt3LnzNIgR9rzKEsv9FLg,40.4659736,-79.9756268,broad_filled
penn ave,Athena Bitcoin ATM,"4010 Penn Avenue, Pittsburgh",,ChIJVTZZcxDzNIgRDuCESAqo1pE,40.4649901,-79.9574344,bounding_only
butler st,Greater Pittsburgh Medical Associates-UPMC,"193 43rd Street, Pittsburgh",,ChIJVUo-SAbzNIgRWTGygtvKqMk,40.4708505,-79.96046179999999,bounding_only
penn ave,Mi Empanada,"4034 Butler Street, Pittsburgh",4.5,ChIJVV4HnqLxNIgRxbPYfPin_Wo,40.4693291,-79.9612259,consolidated
penn ave,Keiichiro Narumoto,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRE6imzMOYdSs,40.4689045,-79.9634657,consolidated
penn ave,Lisa Schlar,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRKzbWFRIBb7U,40.4689045,-79.9634657,consolidated
penn ave,"Donald B. Middleton, MD","3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRMJsqmIcw-FI,40.4689045,-79.9634657,consolidated
penn ave,Andrew Leuenberger,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRObKea-Citi4,40.4689045,-79.9634657,consolidated
penn ave,Dr. Elizabeth Wettick,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRdS1HwZtWuno,40.4689045,-79.9634657,consolidated
penn ave,Matthew Harbaugh,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRiNbfHLKsHlY,40.4689045,-79.9634657,consolidated
penn ave,"Stella Leonora Winters, MD","3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRnFWFGMdO5V8,40.4689045,-79.9634657,consolidated
penn ave,Patricia Mcguire,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRooccTJxFkxg,40.4689045,-79.9634657,consolidated
penn ave,"Yufei Ge, MD","3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRyggHly7u7JA,40.4689045,-79.9634657,consolidated
penn ave,Connor Mckittrick,"3937 Butler Street, Pittsburgh",,ChIJVVUlKE3yNIgRz8JGTSUgU7A,40.4689045,-79.9634657,consolidated
butler st,Mark Gillece Plumbing & Heating,Pittsburgh,3.0,ChIJVVVVVVDyNIgRkPbwOaUdNX4,40.47371630000001,-79.96123659999999,bounding_only
Plummer St,Creative Citizen studios,"312 Grant Avenue, Pittsburgh",,ChIJVVW5HQryNIgReutLJWz0sHQ,40.47972609999999,-79.97263099999999,broad_filled
liberty ave,Main St + Howley,United States,,ChIJVZjGokjyNIgRz19EaaAHwF0,40.46434000000001,-79.953484,bounding_only
penn ave,Mezcal Mexican Cantina,"4123 Butler Street, Pittsburgh",4.8,ChIJVbQic9zzNIgRmEsQQXRvNm0,40.47010760000001,-79.96096770000001,consolidated
McCandless Ave,ATM,"313 North Avenue, Pittsburgh",,ChIJVbV6V6jzNIgRjD15Ngc1KTs,40.4821316,-79.97416009999999,broad_filled
penn ave,Ron Donoughe,"208 Main Street, Pittsburgh",5.0,ChIJVdhNu03yNIgR1lPcrYmdXbQ,40.4695931,-79.9607654,consolidated
liberty ave,Liberty Ave + Pearl,United States,,ChIJVejoB0fyNIgRzocYuLEIe1c,40.46210900000001,-79.949989,bounding_only
liberty ave,Paf Enterprise,"4516 Liberty Avenue, Pittsburgh",,ChIJVekotUfyNIgRU3A-m0Wup4s,40.4627335,-79.9512869,bounding_only
penn ave,Elisco's Creative Café,"3707 Butler Street, Pittsburgh",4.7,ChIJVxBcV7PzNIgRNFWWJFJ3Rdg,40.4665326,-79.96465839999999,consolidated
liberty ave,Friendship Ave + Howley,United States,,ChIJVxsxdUbyNIgR4wMf-b_SdqU,40.46525,-79.951388,bounding_only
butler st,Fort Willow Developers,"115 41st Street, Pittsburgh",3.0,ChIJW0JBqlLyNIgRlR48xfww3kk,40.4714289,-79.96377269999999,consolidated
butler st,Carnegie Mellon Robotics Academy,"10 40th Street, Pittsburgh",,ChIJW45b26bzNIgR4ct9TYvJPmc,40.47317590000001,-79.96500619999999,consolidated
liberty ave,Pittsburgh Restaurant Workers Aid,United States,,ChIJW4COrkfyNIgRhKKYzcZ_OAI,40.4623197,-79.9505399,bounding_only
penn ave,Renew the 'I do' Foundation,"3706 Butler Street, Pittsburgh",4.9,ChIJW5Yj19bzNIgR1ozbqykUUjY,40.4663709,-79.9643997,bounding_only
penn ave,Citizens Bank,"Ronald McDonald House, 451 44th Street, Pittsburgh",3.0,ChIJW6Mn5lHyNIgR7Hj3Idv3c8g,40.46747000000001,-79.9539042,bounding_only
penn ave,"BCD Pink, Inc. Drop and Fluff!","Main Street, Pittsburgh",,ChIJWQe2tP_zNIgRSiMBmZgh5z4,40.46689879999999,-79.95673699999999,consolidated
penn ave,Butler St + 37th St,United States,,ChIJWRN6qLTzNIgRYg0fbH0wD_M,40.46633,-79.96471,consolidated
penn ave,PNC Mortgage,"4101 Butler Street, Pittsburgh",,ChIJWStWKqTzNIgR53itXb7aVeY,40.4697727,-79.96136729999999,bounding_only
liberty ave,Mary Hamilton,"4302 Main Street, Pittsburgh",,ChIJWThlymXzNIgRB_x8LHK8Ego,40.464479,-79.9537829,bounding_only
Liberty Ave,Moving Supplies at U-Haul,"3700 Bigelow Boulevard, Pittsburgh",,ChIJWVY4G9bzNIgRbSWZ0Lgx1YE,40.4576139,-79.95653080000001,broad_filled
34th st,Millvale,Millvale,,ChIJWWZBIhHzNIgRODpMSGtCnkM,40.480069,-79.9783862,consolidated
liberty ave,Citizens,"4314 Penn Avenue, Pittsburgh",3.4,ChIJWZaLA0fyNIgRQ9a85BZ0gGw,40.4656989,-79.95371279999999,bounding_only
liberty ave,ACE Cash Express,"4528 Liberty Avenue, Pittsburgh",4.9,ChIJW_YAtEfyNIgR3diGDH-s0s0,40.4625411,-79.9510538,consolidated
49th St,Shedquarters Self Pet Wash & Pet Supplies,"419 Grant Avenue, Pittsburgh",4.6,ChIJWwigGyvzNIgRAvMD9SjnEhg,40.4800704,-79.97382859999999,broad_filled
Stanton Ave,Pageboy Salon & Boutique,"420 North Avenue, Pittsburgh",4.9,ChIJWysyvbTzNIgRy1SGsoPrL2w,40.4827187,-79.9731363,broad_filled
penn ave,St Fidelis Development,"220 37th Street, Pittsburgh",,ChIJWzZ0IbPzNIgRj5XXQMIeoG0,40.4687649,-79.96522019999999,consolidated
penn ave,The Port,"3620 Butler Street, Pittsburgh",,ChIJX34-qQ3zNIgR3_sHNJwRPmI,40.46564370000001,-79.96474289999999,bounding_only
liberty ave,Wilson's Pharmacy,"4101 Penn Avenue A, Pittsburgh",4.3,ChIJX7iHLE_yNIgRdUvOLq0Zikg,40.465856,-79.955212,bounding_only
Penn Ave,All Occasions Party Rental,"3600 Liberty Avenue, Pittsburgh",3.7,ChIJX7s0qUryNIgRBMSrVvV-F7o,40.4616342,-79.9637588,broad_filled
penn ave,Transitional Rehabilitation at Canterbury Place,"310 Fisk Street, Pittsburgh",5.0,ChIJXSZEU0nyNIgRmzG05_LdZp8,40.4662815,-79.9584636,consolidated
liberty ave,Regis Iovino Appraisal Company,"4729 Liberty Avenue, Pittsburgh",1.0,ChIJXSouFkfyNIgRWgmzaTv2kAg,40.4617151,-79.94869229999999,consolidated
butler st,Vergil Architects,"4311 Butler Street, Pittsburgh",5.0,ChIJXW-RBd_zNIgRGIo1N_gF0WY,40.4711005,-79.96042829999999,bounding_only
52nd St,J P Paracca Flooring and Design,"221 North Avenue, Pittsburgh",4.6,ChIJXYlVhanzNIgRvS7OIfEGB00,40.48151289999999,-79.9747216,broad_filled
liberty ave,Dr. Brendan Marr,"4727 Friendship Avenue, Pittsburgh",5.0,ChIJXaT9xEbyNIgRdIQ-SQrMt_c,40.4632569,-79.9481624,consolidated
penn ave,Ineffable Events,"3920 Penn Avenue, Pittsburgh",5.0,ChIJXasKajzzNIgRwCJMCyKiipw,40.4646779,-79.9592701,bounding_only
liberty ave,Liberty Tax,"4519 Liberty Avenue, Pittsburgh",3.8,ChIJXc6adlLyNIgRAMAezGNXF4w,40.46299450000001,-79.9510683,consolidated
penn ave,Central Lawrenceville Neighborway,"401 Willow Street, Pittsburgh",,ChIJXcsmjCHzNIgR80PZD1hMMxE,40.470866,-79.9648959,consolidated
penn ave,convive coffee roastery,"4032 Butler Street, Pittsburgh",4.7,ChIJXxJOonLzNIgRLoWk4qqp7D8,40.4692938,-79.9613086,consolidated
51st st,Krusty the Neighborhood Cat,"2 Sedgwick Street, Pittsburgh",4.6,ChIJY1G6S_rzNIgRfr4HqWbSH5E,40.4793104,-79.97457370000001,consolidated
penn ave,Magisterial District Court 05-03-10,"4211 Butler Street, Pittsburgh",2.1,ChIJY5JyhU3yNIgRqQThQZukgiI,40.4706663,-79.9606715,consolidated
butler st,Lawrence Hall,"4609 Butler Street, Pittsburgh",4.1,ChIJY7vxeg3zNIgRbP8LKtK3xXc,40.47324649999999,-79.95882460000001,consolidated
34th st,Perrotte Wood Finishing Co,"19 35th Street, Pittsburgh",5.0,ChIJY8y_vbbzNIgR5D_w8kNLEEo,40.4663775,-79.97024669999999,consolidated
liberty ave,Shadyside Dental Laboratory,"4751 Liberty Avenue, Pittsburgh",,ChIJY9bkO0fyNIgRaAfTdMIiMRs,40.4614524,-79.9483489,bounding_only
liberty ave,Shadyside Dental Laboratory: Linderman Amy J DDS,"4751 Liberty Avenue, Pittsburgh",,ChIJY9bkO0fyNIgRtDEMNDwiKJ8,40.461577,-79.94825399999999,bounding_only
butler st,Future Farms,"185 43rd Street, Pittsburgh",5.0,ChIJYQC4V0rzNIgRLq9ykYrDeBk,40.47109939999999,-79.96083569999999,bounding_only
McCandless Ave,Lloyd McBride Court,"614 Lincoln Avenue, Millvale",4.5,ChIJYS_GAajzNIgRdC__Xp5AsVk,40.4823236,-79.9749456,broad_filled
liberty ave,Budget Truck Rental,"4052b Liberty Avenue, Pittsburgh",2.3,ChIJYUogVEjyNIgRR9TuXAGf9So,40.46293709999999,-79.955347,consolidated
penn ave,UPMC Children’s Hospital of Pittsburgh North Garage,"4100 Penn Avenue, Pittsburgh",5.0,ChIJYWR6nI7zNIgR54miK3JFOOQ,40.4679281,-79.95473799999999,bounding_only
penn ave,El Sabor,"4100 Penn Avenue, Pittsburgh",4.6,ChIJYWX4vDrzNIgRZHYf7f0e8w0,40.4656025,-79.9548664,bounding_only
penn ave,Black Cherry Design,"3818 Butler Street Suite 1, Pittsburgh",3.7,ChIJYXEY67TzNIgRFJuk7p5ot5s,40.4672237,-79.9638372,consolidated
Plummer St,The River's Edge Radio Network,"415 Evergreen Avenue Suite 101, Millvale",5.0,ChIJYYTcEqjzNIgRApr4qqR5zLI,40.4811017,-79.9723102,broad_filled
34th St,Zenith Supply Co,"50 32nd Street, Pittsburgh",2.3,ChIJYZvzJrbzNIgRVexAyqMES0I,40.4623295,-79.9715849,broad_filled
liberty ave,Jak's Bakery,"4310 Main Street, Pittsburgh",5.0,ChIJYb5Qz_7tNIgRRN5YmPjBT0g,40.4642199,-79.9533556,bounding_only
penn ave,Styled by Georgia Bloom,"3706 Butler Street, Pittsburgh",,ChIJYc1KaenzNIgRwPzwumqP9EQ,40.4663709,-79.9643997,bounding_only
liberty ave,Sapling Press,"4618 Friendship Avenue, Pittsburgh",4.4,ChIJYeTC57TzNIgR3WtfloP8Hoo,40.4640691,-79.9499675,bounding_only
butler st,Butler St + 47th,United States,,ChIJYxOve1HyNIgRsfuLiHjZ1yU,40.473871,-79.95795300000002,consolidated
penn ave,Julius Jason M DDS,"243 Fisk Street, Pittsburgh",5.0,ChIJYyOoS0zyNIgRro4-53Jnefo,40.4683881,-79.96006030000001,consolidated
penn ave,"Karen M. Moyer, MD","3937 Butler Street, Pittsburgh",5.0,ChIJYzG6xUzyNIgR33B-WNhMfQo,40.4689006,-79.9634566,consolidated
penn ave,"Mary Pat S. Friedlander, MD","3937 Butler Street, Pittsburgh",,ChIJYzG6xUzyNIgRAi7cnm-Rtwk,40.4689006,-79.9634566,consolidated
penn ave,Merenstein Joel H MD,"3937 Butler Street, Pittsburgh",,ChIJYzG6xUzyNIgRlA-HqW3hTJ0,40.4689006,-79.9634566,consolidated
penn ave,Perkins Jonathan J MD,"3937 Butler Street, Pittsburgh",,ChIJYzG6xUzyNIgRxzK4G2DSfEc,40.4689006,-79.9634566,consolidated
penn ave,"Pamela L. Noblit, LCSW","3937 Butler Street, Pittsburgh",,ChIJZ-q-xEzyNIgRDjK1AbXIswA,40.4689045,-79.9634657,consolidated
penn ave,"Dr. Erin L. Imler, MD","3937 Butler Street, Pittsburgh",,ChIJZ-q-xEzyNIgROCobABy4X8A,40.4689045,-79.9634657,consolidated
penn ave,"Dr. Stephanie A. Gill, MD","3937 Butler Street, Pittsburgh",,ChIJZ-q-xEzyNIgRnFr2z0wSJFc,40.4689045,-79.9634657,consolidated
liberty ave,Stacy Jr J Matthew DDS,"4607 Liberty Avenue, Pittsburgh",5.0,ChIJZ08krUfyNIgR-EvNy-45Es0,40.462667,-79.950473,consolidated
liberty ave,Friendship Ave + Howley,United States,,ChIJZ0_udUbyNIgR7DR0iLca5Ww,40.46510900000001,-79.95106899999999,bounding_only
liberty ave,Don at Salon DeMarzano,"4764 Liberty Avenue, Pittsburgh",4.5,ChIJZ1-GaiTyNIgRvVxT2BF0ejk,40.4608886,-79.947957,bounding_only
penn ave,"PHRQL, Inc.","3706 Butler Street, Pittsburgh",,ChIJZ1ox6vbtNIgRpTsYqDQsHio,40.4663709,-79.9643997,bounding_only
Penn Ave,Lawrenceville Place Town Houses,"360 Winesap Drive, Pittsburgh",5.0,ChIJZ5SxPFDyNIgReE3GSQ_jTdk,40.471244,-79.9548162,broad_filled
penn ave,El Rincon Oaxaqueño,"3817 Butler Street, Pittsburgh",4.6,ChIJZ5ZEkM7zNIgRbD1UL6cJ2m0,40.46756699999999,-79.9642672,consolidated
mccandless ave,Rebella Artistry,"849 Stanton Avenue, Pittsburgh",,ChIJZ691DK_zNIgRitU-U29uQQU,40.4807119,-79.9807488,consolidated
penn ave,La Vostra Pizza,"4053 Butler Street, Pittsburgh",4.5,ChIJZ7lhHsj1NIgRi2cgsq74AH0,40.4694062,-79.96156119999999,consolidated
34th St,FleetPride,"112 35th Street, Pittsburgh",1.0,ChIJZaZtZvTzNIgRDnzQBfw4Wj8,40.46455539999999,-79.9685212,broad_filled
Liberty Ave,Vinny's Alignment,"531 Melwood Avenue, Pittsburgh",4.6,ChIJZcCIEzfyNIgR35DWyI7TKuU,40.457129,-79.95448309999999,broad_filled
penn ave,Amazon Locker - Gull,"Rite Aid, 3939 Butler Street, Pittsburgh",,ChIJZeZr58HzNIgR3ZVTFiyTPUE,40.468985,-79.96325499999999,consolidated
50th St,Lincoln's P&G Diner,"232 North Avenue, Pittsburgh",4.7,ChIJZymKEajzNIgR44saWOLvQ8w,40.481517,-79.97427689999999,broad_filled
49th St,Lincoln Pharmacy,"232 North Avenue, Pittsburgh",5.0,ChIJZymKEajzNIgR63yeyBMEH1U,40.4814278,-79.9743785,broad_filled
liberty ave,"Dr. Amy H. Kao, MD","4815 Liberty Avenue, Pittsburgh",,ChIJ_1QDskDyNIgRVciXUw0ubXU,40.4606097,-79.946843,bounding_only
liberty ave,"Dr. Jacqueline Y. Cope, DO","4815 Liberty Avenue, Pittsburgh",,ChIJ_1QDskDyNIgRWL4aFBJGJ4w,40.4606097,-79.946843,bounding_only
liberty ave,"Dean A Healy, MD","4815 Liberty Avenue Suite 158, Pittsburgh",,ChIJ_1QDskDyNIgRYvsi-z1DmHg,40.4610118,-79.94730779999999,bounding_only
liberty ave,Allegheny Neurological,"4815 Liberty Avenue, Pittsburgh",,ChIJ_1QDskDyNIgRmZlkicixBnQ,40.4607837,-79.9469431,bounding_only
45th St,Millvale United Methodist Church,"223 Grant Avenue, Millvale",,ChIJ_2EhG6nzNIgRp5O3CRfTw_E,40.4789903,-79.9719219,broad_filled
liberty ave,Howley St + Shur Save Drvwy (Gangwish),United States,5.0,ChIJ_6r_GUbyNIgRWCAmuc1EqIs,40.4643983,-79.95226219999999,bounding_only
47th St,Nova Cafe Millvale,"224 Grant Avenue, Pittsburgh",4.5,ChIJ_83TCKnzNIgRLYasLp7swIc,40.4792789,-79.97171039999999,broad_filled
penn ave,Espresso A Mano,"3623 Butler Street, Pittsburgh",4.7,ChIJ_85cpLTzNIgRQYRrGbqmWlI,40.4660544,-79.9651361,consolidated
52nd St,Totaro’s Italian Eatery,"220 North Avenue, Millvale",3.4,ChIJ_8ixOeLzNIgRDtOMgy3N80g,40.4812342,-79.97438369999999,broad_filled
liberty ave,Keystone Physical Therapy,"4724 Essex Way, Pittsburgh",,ChIJ_9HTfjjyNIgREal8tyEQg-k,40.4599725,-79.9503782,consolidated
Liberty Ave,Truck Sales at U-Haul,"3700 Bigelow Boulevard, Pittsburgh",,ChIJ_9pPoOrzNIgRV_b0ImU9uOE,40.4576139,-79.95653080000001,broad_filled
butler st,V3 Flatbread Pizza,"4500 Butler Street, Pittsburgh",4.5,ChIJ_QYsGFLyNIgRZy6AxOT0gq8,40.4721169,-79.9590389,consolidated
liberty ave,Liberty Ave + Pearl,United States,,ChIJ_RtnBkfyNIgRlEfYrS00wpI,40.46209699999999,-79.949748,bounding_only
penn ave,The Salon Pgh,"3706 Butler St Field Day, 2nd Floor, Pittsburgh",,ChIJ_XbHpf3zNIgR4-cLJfKTxfI,40.4663709,-79.9643997,bounding_only
penn ave,Nilo Medical Consulting Group,"3706 Butler Street #313, Pittsburgh",,ChIJ__--1EryNIgR7zdlC0IuwyM,40.4663709,-79.9643997,bounding_only
56th St,Ironborn Contracting,"3018 Mount Troy Road, Pittsburgh",4.7,ChIJ__-T_aHzNIgRBjOUr_r5HTs,40.4788407,-79.9863853,broad_filled
liberty ave,By Binetti,"4106 Howley Street 1st Floor, Pittsburgh",,ChIJ__8rlu_zNIgRWb9svSOj1gs,40.4640645,-79.95357159999999,bounding_only
51st st,Playground Dropout (Formerly Lumberjaxes Axe Throwing),"2 Sedgwick Street, Pittsburgh",4.9,ChIJ__CDbd7vNIgRA-z5bg2SVdk,40.4793193,-79.9745531,consolidated
penn ave,Butler St + 38th St,United States,,ChIJ_ad5TbPzNIgRFGgM5G_NN1o,40.466967,-79.964263,consolidated
penn ave,COLOMBINO Coffee,"3817 Butler Street, Pittsburgh",4.8,ChIJ_bL2sYzzNIgREeO7YMNRbsw,40.46756699999999,-79.9642672,consolidated
51st St,Celik Insurance Agency Inc.,"2407 Mount Troy Road, Pittsburgh",5.0,ChIJ_dnf0LzzNIgRWPbvK5s93U0,40.4726478,-79.9832129,broad_filled
penn ave,Carlton Club,"361 42nd Street, Pittsburgh",5.0,ChIJ_wCE9E7yNIgR17xRL-lJSC4,40.4679896,-79.95691959999999,consolidated
34th St,Pittsburgh HVAC Services,"3414 Charlotte Street, Pittsburgh",4.9,ChIJ_wHxH5TyNIgRKmVmJ0rXxiA,40.4633499,-79.9675818,broad_filled
penn ave,Western Union,"3939 Butler Street, Pittsburgh",3.7,ChIJa1RMJk3yNIgRpRPg6fQGf1o,40.4690835,-79.96323900000002,consolidated
Liberty Ave,aspStation,"4736 Penn Avenue FL 2, Pittsburgh",4.0,ChIJa3Dq-0PyNIgR78wZMhDrjdw,40.4652856,-79.94670409999999,broad_filled
butler st,Baseball Field,Pittsburgh,,ChIJa56CpFHyNIgRx4BG-ixncHM,40.4727703,-79.9567788,bounding_only
liberty ave,Cj Hoffman Agency Inc,United States,,ChIJa6sVDkfyNIgR7NibrQO9VdY,40.4617197,-79.9494237,bounding_only
46th st,Saint Nicholas Cemetery,Pittsburgh,,ChIJaQrWU6TzNIgRAOsXmR9bHDc,40.4748924,-79.9783674,consolidated
penn ave,Jeremy Raymer Outdoor Art Gallery,"183 35th Street, Pittsburgh",4.9,ChIJaR9SVLTzNIgR5aYcaS_sqwg,40.4643384,-79.9670029,consolidated
butler st,Lawrenceville Farmers Market,"115 41st Street, Pittsburgh",4.8,ChIJaSEqiEzyNIgROT0ziaYJEyU,40.4714793,-79.9638593,consolidated
liberty ave,"Dr. Mukul Y. Dave, DMD","4401 Penn Avenue, Pittsburgh",,ChIJaSLTT0_yNIgR4pMi5psnSJA,40.4661227,-79.9533866,bounding_only
liberty ave,"Dr. Kavitha A. Conti, MD","4401 Penn Avenue, Pittsburgh",,ChIJaSLTT0_yNIgR6oMc_bNOSYA,40.4661227,-79.9533866,bounding_only
liberty ave,"Feras Alissa, MD","4401 Penn Avenue, Pittsburgh",3.0,ChIJaSLTT0_yNIgRJAFjh-jBSY4,40.4660999,-79.95351959999999,bounding_only
liberty ave,"Christopher Follansbee, MD","4401 Penn Avenue, Pittsburgh",,ChIJaSLTT0_yNIgReogFF6asRLk,40.466019,-79.953125,bounding_only
liberty ave,"Dr. Karena G. Lawrence, MD","4401 Penn Avenue, Pittsburgh",,ChIJaSLTT0_yNIgRpm3X6Q2Rv5s,40.4660999,-79.95351959999999,bounding_only
liberty ave,Friendship Ave + Taylor St,United States,5.0,ChIJaShzi0byNIgR_ccsllKFx40,40.464046,-79.949724,bounding_only
